COUNTY,YEAR,Indicator,MEASURE,COUNT,VALUE,RANK,STATE
Newberry,2016,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Newberry,2016,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,5.7,43,2.6
Newberry,2016,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,48.6,NA,39.3
Newberry,2017,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),752,57.6,NA,50.1
Newberry,2017,Births,Breastfeeding initiation (percent of all live births; 2013-2015),838,64.2,28,76.5
Newberry,2017,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),158,12.1,38,9.6
Newberry,2017,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),1038,79.4,6,75.2
Newberry,2017,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),174,13.3,32,9.1
Newberry,2017,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),166,12.7,35,11.2
Newberry,2017,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),99,26.3,20,23.8
Newberry,2017,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),11,8.4,29,6.8
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,6.6,34,4.6
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,2.3,2,3.8
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.3,17,4.9
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,34.7,4,38.4
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,12.6,12,12.8
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,5.4,4,8.7
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,24.8,35,19.5
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,32.9,9,33.2
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,67.8,28,72.7
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,59.8,28,62.4
Newberry,2017,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,69.8,28,73.4
Newberry,2017,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),,5.4,6,16.7
Newberry,2017,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),,69.6,44,45.4
Newberry,2017,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),,182.2,28,165.5
Newberry,2017,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),,47.5,22,45.6
Newberry,2017,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),,45.3,15,48.4
Newberry,2017,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),,20.7,15,23.4
Newberry,2017,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),,189.9,26,174.0
Newberry,2017,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),,17.7,7,20.5
Newberry,2017,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),,17.3,32,15.6
Newberry,2017,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),,8.8,22,8.3
Newberry,2017,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,15.2,NA,12.3
Newberry,2017,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,60.3,NA,64.6
Newberry,2017,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,30.9,NA,27.5
Newberry,2017,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.3,NA,2.3
Newberry,2017,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,7.5,NA,5.7
Newberry,2017,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,20.9,43,15.8
Newberry,2017,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,85.3,8,78.0
Newberry,2017,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,63.0,NA,65.2
Newberry,2017,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,5.6,NA,5.3
Newberry,2017,Health Care Access,Population without health insurance (percent; 2010-2014),NA,9.9,NA,12.1
Newberry,2017,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Newberry,2017,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,3.0,34,1.9
Newberry,2017,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,48.6,NA,38.7
Newberry,2018,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),725,57.5,NA,49.4
Newberry,2018,Births,Breastfeeding initiation (percent of all live births; 2013-2015),795,63.1,31,77.5
Newberry,2018,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),155,12.4,38,9.7
Newberry,2018,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),987,78.3,11,76.2
Newberry,2018,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),146,11.6,30,8.6
Newberry,2018,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),166,13.2,35,11.2
Newberry,2018,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),107,28.1,24,22.5
Newberry,2018,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),10,7.9,25,6.9
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.5,26,4.8
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,2.9,6,3.9
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,5.5,20,5.1
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,37.6,10,38.9
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,14.0,15,13.3
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,7.2,5,9.0
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,23.2,37,18.9
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,32.1,7,34.1
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,66.6,32,72.7
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,57.1,36,60.9
Newberry,2018,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,66.8,37,73.8
Newberry,2018,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),7,6.1,6,18.8
Newberry,2018,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),83,51.1,36,44.8
Newberry,2018,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),278,174.8,27,162.3
Newberry,2018,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),77,47.2,24,45.3
Newberry,2018,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),61,37.0,9,47.0
Newberry,2018,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),39,25.3,26,23.9
Newberry,2018,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),273,172.5,17,170.7
Newberry,2018,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),21,18.3,9,20.6
Newberry,2018,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),18,14.7,21,15.8
Newberry,2018,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),1289,8.3,14,8.3
Newberry,2018,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,13.3,NA,11.7
Newberry,2018,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,60.8,NA,64.5
Newberry,2018,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,30.7,NA,27.3
Newberry,2018,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,0.9,NA,2.3
Newberry,2018,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,7.6,NA,5.8
Newberry,2018,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,17.8,35,15.6
Newberry,2018,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,83.0,16,77.3
Newberry,2018,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,64.8,NA,65.9
Newberry,2018,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,5.6,NA,5.2
Newberry,2018,Health Care Access,Population without health insurance (percent; 2010-2014),NA,9.0,NA,11.0
Newberry,2018,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,NA,NA,NA
Newberry,2018,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,2.9,35,1.8
Newberry,2018,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,48.6,NA,38.0
Oconee,2015,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),NA,53.6,NA,51.2
Oconee,2015,Births,Breastfeeding initiation (percent of all live births; 2013-2015),NA,70.7,12,72.4
Oconee,2015,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),NA,7.4,1,9.6
Oconee,2015,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),NA,76.0,18,74.3
Oconee,2015,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),NA,17.9,41,10.6
Oconee,2015,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),NA,9.6,4,11.0
Oconee,2015,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),NA,40.5,36,28.7
Oconee,2015,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),NA,4.8,6,6.8
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,4.8,18,4.7
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,5.8,35,3.8
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Heart attack (percent; 2013-2015),NA,4.2,10,4.7
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Hypertension (percent; 2013-2015),NA,39.8,12,38.5
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Diabetes (percent; 2013-2015),NA,11.0,12,12.0
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current asthma (percent; 2013-2015),NA,8.0,19,8.3
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Current smoking (percent; 2013-2015),NA,16.7,7,21.0
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Adults categorized as obese; aged 20+ (BMI ≥30; percent; 2013-2015),NA,28.5,5,32.7
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Reported leisure time physical activity in the past 30 days (percent; 2013-2015),NA,73.5,15,73.7
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a flu vaccine in the last year; aged 65+ (percent; 2013-2015),NA,58.8,34,63.9
Oconee,2015,Chronic Diseases; Risk Factors; and Health Behaviors,Received a pneumococcal vaccine ever; aged 65+ (percent; 2013-2015),NA,65.3,37,71.6
Oconee,2015,Mortality,Accidental drug overdose (age-adjusted rate per 100000 population; 2013-2015),NA,22.0,43,13.0
Oconee,2015,Mortality,Alzheimer's disease (age-adjusted rate per 100000 population; 2013-2015),NA,48.8,41,38.7
Oconee,2015,Mortality,Cancer (malignant neoplasms only; age-adjusted rate per 100000 population; 2013-2015),NA,162.1,8,170.2
Oconee,2015,Mortality,Cerebrovascular disease (age-adjusted rate per 100000 population; 2013-2015),NA,49.6,26,45.9
Oconee,2015,Mortality,Chronic lower respiratory disease (age-adjusted rate per 100000 population; 2013-2015),NA,59.1,34,49.6
Oconee,2015,Mortality,Diabetes (age-adjusted rate per 100000 population; 2013-2015),NA,26.4,28,22.5
Oconee,2015,Mortality,Diseases of the heart (age-adjusted rate per 100000 population; 2013-2015),NA,178.2,18,178.7
Oconee,2015,Mortality,Motor vehicle accident (age-adjusted rate per 100000 population; 2013-2015),NA,15.1,11,17.3
Oconee,2015,Mortality,Suicide (age-adjusted rate per 100000 population; 2013-2015),NA,16.2,37,14.7
Oconee,2015,Mortality,All causes (age-adjusted rate per 1000 population; 2013-2015),NA,8.5,18,8.3
Oconee,2015,Population Demographics,Families below the poverty level (Percent; 2011-2015),NA,14.1,NA,13.5
Oconee,2015,Population Demographics,Population Non-Hispanic white (percent; 2015),NA,85.7,NA,64.6
Oconee,2015,Population Demographics,Population Non-Hispanic black (percent; 2015),NA,8.1,NA,27.8
Oconee,2015,Population Demographics,Population Non-Hispanic other (percent; 2015),NA,1.2,NA,2.1
Oconee,2015,Population Demographics,Population Hispanic/Latino (percent; 2015),NA,5.0,NA,5.5
Oconee,2015,Health Care Access,Delayed seeing a doctor in the last year due to cost (percent; 2013-2015),NA,14.7,10,17.9
Oconee,2015,Health Care Access,Has at least one person considered a personal doctor or health care provider (percent; 2013-2015),NA,82.7,11,77.0
Oconee,2015,Health Care Access,Population insured by Medicaid (percent; 2010-2014),NA,62.5,NA,62.9
Oconee,2015,Health Care Access,Population insured by private health insurance (percent; 2010-2014),NA,18.2,NA,18.1
Oconee,2015,Health Care Access,Population without health insurance (percent; 2010-2014),NA,16.4,NA,15.9
Oconee,2015,Home and Environmental Hazards,Crude rate of carbon monoxide (CO) exposures reported to SC poison control centers (call rate per 100000 population; 2015),NA,1.3,28,1.8
Oconee,2015,Home and Environmental Hazards,Elevated (≥5 mcg/dL) blood lead tests in children <6 years of age (percent of all tests; 2015),NA,4.8,38,2.8
Oconee,2015,Home and Environmental Hazards,Homes built prior to 1980 (percent; 2011-2015),NA,38.5,NA,40.0
Oconee,2016,Births,Births with expected payor Medicaid  (percent of all live births; 2013-2015),1225,53.6,NA,51.2
Oconee,2016,Births,Breastfeeding initiation (percent of all live births; 2013-2015),1686,72.0,13,74.6
Oconee,2016,Births,Low birthweight births (<2500 grams; percent of all live births; 2013-2015),181,7.7,1,9.5
Oconee,2016,Births,Mothers receiving adequate prenatal care (percent of all live births; 2013-2015),1805,77.1,10,74.6
Oconee,2016,Births,Mothers who smoked during pregnancy (percent of all live births; 2013-2015),407,17.4,41,10.0
Oconee,2016,Births,Preterm births (<37 weeks gestation; percent of all live births; 2013-2015),215,9.2,2,11.0
Oconee,2016,Births,Teen live births (rate per 1000 female population aged 15-19; 2013-2015),249,41.8,39,26.1
Oconee,2016,Infant Mortality,Infant mortality (rate per 1000 live births; 2013-2015),12,5.1,9,6.8
Oconee,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Coronary heart disease (percent; 2013-2015),NA,5.9,32,4.6
Oconee,2016,Chronic Diseases; Risk Factors; and Health Behaviors,Stroke (percent; 2013-2015),NA,6.7,42,3.8
